CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50058432,WHITE NOISE COFFEE,Queens,4102,162ND ST,11358,6465960022,Café/Coffee/Tea,02/26/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,26,,,09/30/2019,Cycle Inspection / Initial Inspection,40.761214061503,-73.803880147239,407,20,117100,4120428,4053340017,QN51
50088120,ELEVA COFFEE BAR,Brooklyn,649,GRAND ST,11211,9084155457,Café/Coffee/Tea,04/19/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,85,,,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.711411638895,-73.946344699581,301,34,050300,3069393,3027810034,BK90
41650760,TROPICAL COFFEE SHOP,Brooklyn,584,ROCKAWAY AVENUE,11212,7183469533,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",03/22/2018,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,8,A,03/22/2018,09/30/2019,Cycle Inspection / Initial Inspection,40.665808948484,-73.909758742656,316,41,092400,3326651,3035430043,BK81
50032749,JERRY'S COFFEE SHOP,Bronx,970,LONGWOOD AVE,10459,7188238073,Sandwiches,10/03/2016,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,28,,,09/30/2019,Cycle Inspection / Initial Inspection,40.817367711552,-73.898020231848,202,08,008500,2005569,2027080046,BX33
40747192,NONIS COFFEE SHOP,Bronx,5921,RIVERDALE AVENUE,10471,7186010032,American,04/09/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,10,A,04/09/2019,09/30/2019,Cycle Inspection / Initial Inspection,40.907328650739,-73.903981191524,208,11,032300,2114131,2059570150,BX22
50056146,NOBLETREE COFFEE,Manhattan,185,GREENWICH ST,10007,7183054255,Café/Coffee/Tea,04/15/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,38,,,09/30/2019,Cycle Inspection / Initial Inspection,40.711829780109,-74.01208739719,101,01,001300,1089309,1000580001,MN25
40547185,RED HOOK COFFEE SHOP,Brooklyn,327,VAN BRUNT ST,11231,7182439187,American,05/03/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,62,,,09/30/2019,Cycle Inspection / Re-inspection,40.677970258878,-74.012153341819,306,38,005300,3008542,3005560002,BK33
41672122,STARBUCKS COFFEE,Manhattan,805,COLUMBUS AVENUE,10025,2122226580,Café/Coffee/Tea,09/06/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,09/06/2017,09/30/2019,Cycle Inspection / Initial Inspection,40.794980614566,-73.965956828718,107,07,018500,1088152,1018337507,MN12
41263122,THE COFFEE HOUSE,Manhattan,20,WEST   44 STREET,10036,2128407696,Café/Coffee/Tea,03/26/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9,A,03/26/2019,09/30/2019,Cycle Inspection / Initial Inspection,40.755149438423,-73.980848224473,105,04,009600,1034214,1012590048,MN17
50009816,CITY OF SAINTS COFFEE ROASTERS,Manhattan,79,E 10TH ST,10003,6465901621,Café/Coffee/Tea,02/21/2019,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,N,,,,09/30/2019,Administrative Miscellaneous / Initial Inspection,40.731111968432,-73.989969344928,103,02,004200,1008968,1005560001,MN22
41360467,WESTSIDE COFFEE SHOP RESTAURANT,Manhattan,323,CHURCH STREET,10013,2123340185,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04/03/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,19,,,09/30/2019,Cycle Inspection / Initial Inspection,40.720152491525,-74.003813184249,101,01,003300,1002703,1002100001,MN24
50056146,NOBLETREE COFFEE,Manhattan,185,GREENWICH ST,10007,7183054255,Café/Coffee/Tea,12/21/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,12,A,12/21/2018,09/30/2019,Cycle Inspection / Re-inspection,40.711829780109,-74.01208739719,101,01,001300,1089309,1000580001,MN25
50003000,ROMEO & JULIET COFFEE HOUSE,Manhattan,555,W 42 STREET,10036,6467073789,Café/Coffee/Tea,08/26/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,15,,,09/30/2019,Cycle Inspection / Initial Inspection,40.760363300205,-73.997213280737,104,03,012900,1026911,1010710001,MN15
50046685,LOMA COFFEE SHOP & RESTAURANT,Brooklyn,454,ROCKAWAY AVE,11212,3474425774,Spanish,08/30/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,30,C,08/30/2017,09/30/2019,Cycle Inspection / Re-inspection,40.668952352824,-73.910565547869,316,41,092400,3326597,3035210052,BK81
50057288,ODD FOX COFFEE,Brooklyn,984,MANHATTAN AVE,11222,5035512887,Café/Coffee/Tea,03/29/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13,A,03/29/2019,09/30/2019,Cycle Inspection / Re-inspection,40.732695411351,-73.954662520538,301,33,057500,3064316,3025330005,BK76
50055644,COBBLE HILL COFFEE SHOP,Brooklyn,314,COURT ST,11231,7188521162,American,12/20/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,13,A,12/20/2017,09/30/2019,Cycle Inspection / Re-inspection,40.683427423636,-73.995392095291,306,39,006700,3004208,3003330035,BK33
50088944,SAMMY COFFEE SHOP & JUICE,Brooklyn,820,MYRTLE AVE,11206,3479146523,Middle Eastern,05/21/2019,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Y,27,,,09/30/2019,Pre-permit (Operational) / Compliance Inspection,40.695304098322,-73.949704270171,303,36,025300,3048597,3017540042,BK75
40576213,EGYPTIAN COFFEE SHOP,Queens,2509,STEINWAY STREET,11103,9178378726,Café/Coffee/Tea,02/09/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,11,A,02/09/2017,09/30/2019,Cycle Inspection / Initial Inspection,40.767572998553,-73.911981350569,401,22,014300,4011397,4006840042,QN70
40931888,EL PEQUENO COFFEE SHOP,Queens,8610,ROOSEVELT AVENUE,11372,7182057128,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/19/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,25,,,09/30/2019,Cycle Inspection / Initial Inspection,40.748031493061,-73.879987583859,404,21,026901,4037053,4015020006,QN29
50053408,MITZ (MELLOW YELLOW COFFEE & VIBES),Manhattan,1729,1ST AVE,10128,2127227220,Jewish/Kosher,07/12/2018,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,N,,,,09/30/2019,Administrative Miscellaneous / Re-inspection,40.779120082548,-73.947745067938,108,05,015400,1050119,1015520027,MN32
50053975,GREGORYS COFFEE,Manhattan,649,BROADWAY,10012,6464787258,Café/Coffee/Tea,05/09/2018,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,27,,,09/30/2019,Cycle Inspection / Initial Inspection,40.726786573117,-73.995630815897,102,01,005501,1077824,1005320020,MN23
41694453,JACK'S STIR BREW COFFEE,Manhattan,10,DOWNING STREET,10014,2129296011,Café/Coffee/Tea,09/08/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,12,,,09/30/2019,Cycle Inspection / Initial Inspection,40.729589027438,-74.002825116086,102,03,006700,1008350,1005270027,MN23
50032749,JERRY'S COFFEE SHOP,Bronx,970,LONGWOOD AVE,10459,7188238073,Sandwiches,12/19/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,12,A,12/19/2018,09/30/2019,Cycle Inspection / Initial Inspection,40.817367711552,-73.898020231848,202,08,008500,2005569,2027080046,BX33
41721734,SKILLMAN'S  FAMOUS PIZZA & COFFEE SHOP,Queens,4606,SKILLMAN AVENUE,11104,7187841821,American,09/26/2019,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Y,38,,,09/30/2019,Cycle Inspection / Initial Inspection,40.746530517582,-73.917837776623,402,26,025301,4001252,4001370030,QN31
50083647,787 COFFEE,Manhattan,131,E 7TH ST,10009,6466492774,Café/Coffee/Tea,10/26/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,12,A,10/26/2018,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.726299732684,-73.98411447017,103,02,003200,1077645,1004350037,MN22
41721343,COFFEE SHOP DINER,Manhattan,442,EAST   14 STREET,10009,2122605842,American,07/26/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,64,,,09/30/2019,Cycle Inspection / Initial Inspection,40.730789730314,-73.981208849527,103,02,003400,1006019,1004410029,MN22
50094725,TJ COFFEE HOUSE,Brooklyn,1050,CONEY ISLAND AVE,11230,7187698000,Café/Coffee/Tea,09/26/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,21,N,,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.63210080736,-73.966728367322,314,40,046000,3170227,3064980001,BK42
50050372,BLUE BOTTLE COFFEE,Manhattan,450,W 15TH ST,10011,5106533394,Café/Coffee/Tea,10/21/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,13,A,10/21/2016,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.742456312224,-74.006842220407,104,03,008300,1080355,1007120001,MN13
41651295,GREY LADY/RISE COFFEE,Manhattan,77,DELANCEY STREET,10002,6465805239,American,04/25/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,14,B,04/25/2018,09/30/2019,Cycle Inspection / Re-inspection,40.719081660515,-73.990010844933,103,01,001800,1005470,1004140050,MN27
50083734,CRUMBS&COFFEE,Brooklyn,423,5TH AVE,11215,3472618519,Café/Coffee/Tea,09/16/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,12,A,09/16/2019,09/30/2019,Cycle Inspection / Initial Inspection,40.669680806945,-73.985865527141,306,39,013700,3022118,3010050010,BK37
41503140,VIP COFFEE,Brooklyn,6714,BAY PARKWAY,11204,7188378388,Bakery,08/01/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,42,,,09/30/2019,Cycle Inspection / Initial Inspection,40.612372122251,-73.982981935903,311,47,025600,3134805,3055720037,BK28
50046567,PRINCE COFFEE HOUSE,Bronx,2306,ARTHUR AVE,10458,6468751868,Café/Coffee/Tea,02/06/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,16,,,09/30/2019,Cycle Inspection / Initial Inspection,40.853645002001,-73.889198445679,206,15,039100,2012119,2030730001,BX06
40384323,OMEGA COFFEE SHOP,Queens,20007,32 AVENUE,11361,7183523925,American,05/19/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,10,,,09/30/2019,Cycle Inspection / Initial Inspection,40.769757080753,-73.789139468641,411,19,108500,4134059,4060230029,QN46
50045787,STARBUCKS COFFEE # 26528,Manhattan,1040,6TH AVE,10018,2123022132,American,12/28/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,13,A,12/28/2018,09/30/2019,Cycle Inspection / Initial Inspection,40.753017430749,-73.98541104612,105,04,008400,1016034,1008410001,MN17
50089669,SUNSET COFFEE SHOP AND RESTAURANT,Brooklyn,5416,2ND AVE,11220,7184397800,Café/Coffee/Tea,07/12/2019,Establishment re-opened by DOHMH,09A,Canned food product observed dented and not segregated from other consumable food items.,N,10,P,07/12/2019,09/30/2019,Cycle Inspection / Reopening Inspection,40.646703488817,-74.019416019475,307,38,002200,3014477,3008200035,BK32
